Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Building Resilience as a Leader,"<div><a href=""https://www.linkedin.com/newsletters/6661628561960558592?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Gemma's LinkedIn Newsletter</a></div><br>Research tells us that resilience is one of the key attributes of successful leaders. Resilience can help you face challenges, navigate obstacles, and thrive in your role. But it can also help you lead your team and your business to bigger and better results. In this course, psychologist and executive coach Gemma Leigh Roberts helps you develop a resilient mindset, a resilient team, and a resilient organization, which can weather risk and change. The tips Gemma offers are approachable and actionable—designed for busy leaders who need an extra edge to survive and thrive in challenging times.",Course,2021-02-06 11:49 UTC,N/A,false,N/A,
Ethical Hacking: Wireless Networks,"Wireless networks are convenient and popular, but poor configuration and encryption leave them open to attack. Hackers can use Wi-Fi vulnerabilities to infiltrate your entire network. Security professionals need to know how to detect, prevent, and counter these kinds of attacks using the latest tools and techniques—the subject of this course with cybersecurity expert Malcolm Shore. Malcolm covers everything from configuring basic security to understanding how hackers extract passwords, harvest connections at rogue access point, and attack networks via Bluetooth. He also explains how to select the right antennae for testing and introduces some sophisticated Windows and Linux tools to scan for vulnerabilities, including Acrylic, Ekahau, and Wireshark. By the end of the course, you should be able to shore up your wireless connections and gain confidence that your local network is safe to use.<br><br>

Note: This course is part of our test prep series for the Certified Ethical Hacker exam. Review the complete exam objectives at <a href=""https://www.eccouncil.org/programs/certified-ethical-hacker-ceh/"" target=""_blank"">https://www.eccouncil.org/programs/certified-ethical-hacker-ceh/</a>.",Course,2022-05-23 04:23 UTC,N/A,false,N/A,
Career Wellness Nano Tips with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>In this course, get some quick tips on how to better manage your work life and career. Check out some practical advice on workload prioritization, emotional self-regulation, and managing overwhelming work experiences. Also learn how to bring empathy to work, receive feedback with confidence, and even find out the real reason behind procrastination.",Course,2022-05-06 08:26 UTC,N/A,false,N/A,
Excel: Advanced Formatting Techniques (365/2019),"View simple, powerful tips for making Excel data more readable and easier to manipulate. Author Dennis Taylor shows you how to emphasize individual cells with fonts, borders, and colors; adjust the position of cell contents; format numeric data; and increase the readability of worksheets. You can also learn how to add images to worksheets and discover automation techniques that can take the drudgery out of formatting even large amounts of data.",Course,2020-05-24 22:19 UTC,N/A,false,N/A,
Building Resilience,"<div><a href=""https://www.linkedin.com/newsletters/6765070600055635968?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Tatiana's LinkedIn Newsletter</a></div><br>Have trouble getting by when the going gets tough? Everyone wants to perform well when the pressure's on, but a lot of us withdraw in times of stress or adversity. If you can build your resilience, you'll have an easier time facing new challenges and earn a valuable skill to offer employers. In this course, Kelley School of Business professor and professional communications coach Tatiana Kolovou explains how to bounce back from difficult situations, by building your ""resiliency threshold."" She outlines five training techniques to prepare for difficult situations, and five strategies for reflecting on them afterward. Find out where you are on the resilience scale, identify where you want to be, and learn strategies to close the gap. <br><br>Note: This course was featured in <i>Market Watch</i>, <i>Inc.</i>, <i>Fortune</i>, <i>Forbes</i>, and <i>Entrepreneur</i>.",Course,2020-05-03 23:35 UTC,N/A,false,N/A,
Learning C++ (2014),"C++ is the gold standard for object-oriented programming languages: an efficient, performance-driven language popular in system software, application software, and even video games. It's a must-know for any modern-day programmer. This course will get you up and running fast. Author Peggy Fisher dissects the anatomy of C++, walking through flow-control features like expressions, loops, decisions, and functions, as well as its object-oriented classes and data structures. Peggy also covers file manipulation, error handling, and further resources to get you started on your own.",Course,2019-02-16 16:52 UTC,N/A,false,N/A,
Functional Programming with Streams in Java 9,"Functional programming is an alternative to object-oriented programming that is centered around pure functions. Functional applications avoid the shared state, and tend to be more concise and predictable than those using object-oriented code. This course is designed for Java developers who want to transition to functional-style programming using the new language features in Java 9, including lambdas and the streams framework. Computer science professor Marco Faella shows how to use method references and lambda expressions to refer to existing methods and define new functions on the fly, and use streams to convert sequential processing tasks into parallel computations—maximizing your hardware's potential. Plus, see these concepts in action, in an example that shows how functional-style programming can be used improve the performance of collision detection algorithms in 2D games.<br><br>

Note: To get the best results from this course, you should be familiar with basic Java programming concepts, including lists, maps, and sets, and have a suitable IDE, such as Eclipse, NetBeans, or IntelliJ. <br><br>

This course was created and produced by Packt Publishing. We are honored to host this training in our library.",Course,2020-05-05 02:49 UTC,N/A,false,N/A,
Hands-On Data Science: 3 Sales Analysis in Python,"Python is a popular programming language in the field of data science, used for engineering and analytics, as well as data science itself. In this course, instructor Ben Sullins focuses on teaching you how to use Python using notebooks set up on the Jupyter platform. Ben walks through installing Jupyter using Anaconda, then shows you how to navigate the user interface and get Python running on a notebook in Jupyter. He covers how to import pandas, use pandas to explore sample data, and use data frames. Ben steps you through a number of functions, then concludes with some of the unique ways to present your data using Jupyter notebooks and Python.
<br><br>
Note: This course was created by Ben Sullins and Free the Data Academy. We are pleased to host this training in our library.",Course,2022-06-19 08:42 UTC,N/A,false,N/A,
Speaking Up At Work,"<div><a href=""https://www.linkedin.com/newsletters/6757919178872750080?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Jessica's LinkedIn Newsletter</a></div><br>Want to ensure that your best ideas are heard by the right people in your organization? Improve your ability to speak up at work. In this course, join communications and media expert Jessica Chen as she uncovers the common mental barriers that keep professionals from speaking up at work, as well as the steps you can take to actively build your authority. Jessica discusses how your childhood, cultural, and work experiences may have shaped your perception of good communication. She goes over how to ask the right questions and effectively tailor your message to suit your audience. Plus, she shares tips for showcasing your confidence, whether you're speaking to people on video or in person.",Course,2022-01-12 06:07 UTC,N/A,false,N/A,
Database Foundations: Database Management,"In the realm of relational databases, the table is the main event, the showstopper, the lead singer, the king. However, there are several other components of databases that are just as vital to a fully functioning system. In this course—the third part of his <i>Database Foundations</i> series—Adam Wilbert turns the spotlight on the supporting cast of database management characters. He covers topics like view objects, query performance, transactions, and stored procedures, and shows how each is an integral part of database management. Adam also includes challenges designed to test your skills as the course advances. As Adam illustrates, knowledge of these elements of database management can enhance your system performance and lead to a more consistent end-user experience.",Course,2021-09-04 03:57 UTC,N/A,false,N/A,
Windows Server 2019: DHCP and DNS,"Dynamic Host Configuration Protocol (DHCP) is the system that automatically assigns IP addresses to hosts, and Domain Name System (DNS) resolves fully qualified domain names to IP addresses. If you're a network administrator charged with managing a Microsoft network environment, then it's essential that you have a solid understanding of both of these networking services. In this course, Ed Liberman dives into DHCP and DNS, explaining how they work in the context of a Windows Server 2019 environment. Learn how to install, configure, and manage a DHCP server, as well as how to deploy DNS. Plus, explore name resolution in enterprise networks, including how to configure standard and conditional DNS forwarding.",Course,2022-01-14 07:11 UTC,N/A,false,N/A,
Advanced and Specialized Statistics with Stata,"Stata is agile, easy to use, and fast, with the ability to load and process up to 120,000 variables and over 20 billion observations. In this course, take a deeper dive into the popular statistics software. Instructor Franz Buscha explores advanced and specialized topics in Stata, from panel data modeling to interaction effects in regression models. Franz demonstrates several sophisticated data management functions and visualization techniques to complement the basic Stata operations that you may have already mastered. Plus learn about Monte Carlo simulations, count data analysis, survival analysis, and more.",Course,2021-12-03 16:14 UTC,N/A,false,N/A,
Advanced SQL for Data Scientists,"Many data scientists know how to work with SQL—the industry-standard language for data analysis. But as data sizes grow, you need to know how to do more than simply read and write from a database. This course provides a more sophisticated approach to designing data models and optimizing queries in SQL. Instructor Dan Sullivan begins with the logical and physical design of tables—with particular focus on very large databases—and then presents a deep dive review of indexes, including specialized indexes and when to use them. The next section introduces query optimization and shows how to optimize basic, multi-join, and more complex queries. The course also covers SQL extensions, including user-defined functions and specialized data types. The techniques taught here enable more efficient analysis of large data sets using SQL, statistics, and custom business logic.",Course,2022-01-14 06:26 UTC,N/A,false,N/A,
Excel: Management Accounting,"Management accountants help executives make smarter, more informed business decisions. By providing advice and frequent, detailed internal updates, they help clarify their firm's current financial standing—and suggest how to boost profits going forward. In this hands-on course, professor Michael McDonald demonstrates how to use Microsoft Excel for the tasks performed most frequently by professionals working in a management or corporate accounting vertical. He covers topics such as performing variance analysis, doing activity-based costing (ABC), and using ratio analysis. Throughout the course, Michael includes exercises—together with downloadable exercise files—that you can complete to gain a practical understanding of these key concepts.",Course,2019-07-01 06:53 UTC,N/A,false,N/A,
Prepare for Your Data Science Interview,"If you’re looking for work as a junior data analyst, engineer, or scientist, this course gives you the best techniques to land jobs in data science. Instructor Ben Sullins explores a hiring manager’s mindset and shows you how to prepare a demo that you can bring to your job interview. Ben explains some best practices for being physically and mentally healthy and well-prepared for your interview. He covers what to bring to your interview, then goes over follow-up methods and steps you should take to negotiate what you want most from an offer. Ben’s methods give you the confidence and practice that you need to land a job in data science.
<br><br>
Note: This course was created by Ben Sullins and Free the Data Academy. We are pleased to host this training in our library.",Course,2022-03-10 14:44 UTC,N/A,false,N/A,
Learning SAP MM (Materials Management) (2019),"To consistently deliver completed products on time, an organization needs an effective system for managing products, inventory, and purchased materials. SAP Material Management (MM), a key module in the SAP ERP suite, tracks all aspects of material management—from purchase through sale—for enterprise organizations. In this course, learn how to get up and running with SAP Material Management (MM). To begin, instructor Justin Valley provides a high-level look at the materials management process in SAP MM, as well as how it integrates with other SAP modules. Next, Justin shows how to create material master records and approach the purchasing, inventory management, and physical inventory processes (and run related reports).",Course,2022-03-22 07:30 UTC,N/A,false,N/A,
Microsoft Power Automate: Business Process Flows,"Business process flows are a great way to boost efficiency and save time for your organization. Learning how to create automated and directed flows results in more uniform and efficient workflows throughout the organization for both in-office and remote workforces. In this course, Phil Gold walks through the process of creating business process flows with ever-increasing levels of complexity and shows examples of how to leverage this advanced feature of Power Automate for your organization.",Course,2022-03-14 20:38 UTC,N/A,false,N/A,
Communication within Teams,"Communication is an integral part of strong teamwork. In this course, Duke University professor Dr. Daisy Lovelace walks you through how to cultivate the communication practices of high-performing teams. She highlights the foundations of successful teams, and explains how to craft a team charter to establish norms for how you work together as a cohesive group. Dr. Lovelace also discusses essential elements of team communication—such as establishing trust and holding teammates accountable—and shows how to best communicate with your team in different settings.",Course,2021-07-13 19:55 UTC,2021-07-13 19:13 UTC,false,N/A,
Excel Essential Training (Office 365/Microsoft 365),"Get up to speed with Microsoft Excel, the world's most popular spreadsheet program. Follow along with Excel expert Dennis Taylor as he demonstrates how to efficiently manage and analyze data with this powerful program. Learn how to enter and organize data, perform calculations with simple functions, and format the appearance of rows, columns, cells, and data. Other lessons cover how to work with multiple worksheets, build charts and PivotTables, sort and filter data, use the printing capabilities of Excel, and more.",Course,2021-08-31 21:08 UTC,2021-06-26 20:37 UTC,false,"Video Title: Exploring chart types
Created At: 2021-06-20 06:20 UTC
Offset In Seconds: 21
Alt F1 - Create a column chart
F11 - Create a column chart on the new sheet",
Excel Data Analysis: Forecasting,"Professor Wayne Winston has taught advanced forecasting techniques to Fortune 500 companies for more than twenty years. In this course, he shows how to use Excel's data-analysis tools—including charts, formulas, and functions—to create accurate and insightful forecasts. Learn how to display time-series data visually; make sure your forecasts are accurate, by computing for errors and bias; use trendlines to identify trends and outlier data; model growth; account for seasonality; and identify unknown variables, with multiple regression analysis. A series of practice challenges along the way helps you test your skills and compare your work to Wayne's solutions.",Course,2021-11-26 23:57 UTC,2021-11-26 23:54 UTC,false,N/A,
HTML5: File API,"Join author Joe Marini as he demonstrates how to use the HTML5 File API to perform file-related operations from within a web page, including manipulating files, reading and accessing data within files, and retrieving information about files. The course also covers how to complete tasks that were previously only possible with native code, such as picture processing, file conversion, and content checking.",Course,2020-05-02 14:08 UTC,N/A,false,N/A,
Ember.js: The Documentary,"Starring Yehuda Katz and Tom Dale (co-creators of Ember.js), as well as many other big names from the Ember community, <i>Ember.js: The Documentary</i> explores why and how the JavaScript web framework Ember.js came to be, the pioneers behind its creation, and the life-altering decisions that go into making open-source software.
<br><br>Note: This course was created by Honeypot. We are pleased to host this training in our library.",Course,2022-07-14 00:27 UTC,N/A,false,N/A,
SAS® 9.4 Cert Prep: Part 02 Accessing Data,"Want to get ahead in a crowded job market? Get certified with SAS. This course is part of a series by the SAS Institute, designed to prepare you for the SAS 9.4 certification exam. Here, instructor Stacey Syphus helps you understand the first step in the SAS programming process: reading and accessing data in a variety of locations and formats. Learn how to identify the features of SAS tables, access data through libraries, and import unstructured and structured data into SAS for analysis.<br><br>This course was created by <a href=""https://www.sas.com/en_us/certification.html"" target=""_blank"">SAS Institute</a>. We are pleased to offer this training in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/S285_sas100K_SAS_Institute_Logo.jpg"" height=""50%"" width=""50%"">",Course,2022-07-09 00:25 UTC,N/A,false,N/A,
Presenting Data Effectively to Inform and Inspire,"<div><a href=""https://www.linkedin.com/newsletters/6599926882873991168?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Bill's LinkedIn Newsletter</a></div><br>We all deal with data, and at some point, we all need to be able to present it effectively to others. But how can you really make an impact? How can you make sure you’re conveying the information that matters most, and that you're going to inspire your audience to action? In this course, instructor Bill Shander walks through how to plan for a data presentation: finding the story in your data, focusing on the “so what”, defining and reaching your audience, using visuals most effectively, editing your presentation, and presenting your data to an audience. Bill covers the whole gamut, from concept to execution, even including some presentation skills training.",Course,2022-01-15 07:21 UTC,N/A,false,N/A,
Creating Interactive Tableau Dashboards,"Learn how to create compelling, informative, and eye-catching dashboards using Tableau, the interactive data visualization software. This course covers how to take the connected data you’ve analyzed and share it on presentable dashboards. Data analytics expert Matt Francis first encourages you to consider four main questions before creating each dashboard: who is your dashboard for, what do they need to know, where will the dashboard be displayed, and why is the information important. Then he takes you step by step through the process of making a dashboard, including designing a good layout, adding charts, labeling items, coloring elements, filtering the data displayed, and adding interactive features. Lastly, Matt discusses how to use storytelling and narrative to make data more engaging.",Course,2022-07-07 05:56 UTC,N/A,false,N/A,
Power BI Essential Training,"Discover how to quickly glean insights from your data using Power BI. This formidable set of business analytics tools—which includes the Power BI service, Power BI Desktop, and Power BI Mobile—can help you more effectively create and share impactful visualizations with others in your organization. In this course, Gini von Courter helps you get started with this powerful toolset. Gini begins by covering the web-based Power BI service, explaining how to import data, create visualizations, and arrange those visualizations into reports. She discusses how to pin visualizations to dashboards for sharing, as well as how to ask questions about your data with Power BI Q&A. She also provides coverage of Power BI Mobile and shows how to use the data modeling capabilities in Power BI Desktop.",Course,2022-06-29 22:13 UTC,N/A,false,N/A,
Statistics Foundations 2: Probability,"Not sure if you need statistics? Think again! Statistics help with making decisions, new discoveries, investments, and predictions. For subjects ranging from political races to healthcare advancements, statistics can improve your understanding of your favorite topic. In this course, Professor Eddie Davila teaches common terms, formulas, and techniques related to probability, the area of statistics where this course focuses.
<br><br>
Eddie explains that probability is used to make decisions about future outcomes and to understand past outcomes. He covers permutations, combinations, and percentiles, and goes into how to describe and calculate them. Eddie introduces multiple event probabilities and discusses when to add and subtract probabilities. He describes probability trees, Bayes’ Theorem, binomials, and so much more. You can learn to understand your data, prove theories, and save valuable resources—all by understanding the numbers.",Course,2021-12-09 04:19 UTC,N/A,false,N/A,
Nail Your C++ Interview,"Applying for C++ programming jobs? Find out what questions to expect in your developer interview and how to answer them to demonstrate mastery of key concepts. Erin Colvin explores the kinds of questions you can anticipate in a typical interview, including topics such as the advantages of object-oriented programming and a review of the inner workings of several core data types. Dive into the nuances of how char values are stored in strings, learn how to find elements in an array, and discover how to use abstract data types such as linked lists, stacks, and queues to solve challenges. Plus, learn how to spot and explain the differences between C and C++ and answer technical questions related to classes. Along the way, Erin offers candid career advice based on her years of experience working as a developer, certified ethical hacker, and computer science instructor.",Course,2019-04-25 07:24 UTC,N/A,false,N/A,
Outlook: Efficient Email Management (2019),"Microsoft Outlook includes many powerful and often overlooked features that can make your email workflow easier and more efficient. Join instructor Gini von Courter and discover ways of working with Outlook that can make your email experience less time-consuming and tedious. Learn to create email conversations and set up organizational features including rules, folders, and categories; then discover how to use Quick Steps and Instant Search. From tips about avoiding clutter to in-depth walkthroughs about creating autoreplies, this course is ideal for anyone who wants to be more productive with Outlook.",Course,2021-12-20 21:55 UTC,N/A,false,N/A,
Learning MATLAB,"MATLAB is one of the most popular programming languages today for engineers and scientists, and with good reason-it allows analysts to work efficiently with large amounts of data. Instructor Steven Moser shows you how to harness the MATLAB tools and create programs to model your own data and hypotheses. First, learn how to create basic variables and cell arrays, and work with the core MATLAB syntax, which is significantly different than other programming languages. Then discover how to create scripts and functions, work with matrices, debug your program, and import data. To illustrate your findings, Steven shows how to create 2D and 3D plots, add annotations, and incorporate images. The final chapter covers Simulink, the MATLAB block diagram tool.",Course,2020-03-07 19:48 UTC,N/A,false,N/A,
Excel Data Visualization: Designing Custom Visualizations,"Interested in using more than the built-in chart and graph tools to showcase your data in Excel? In this course—the second and final installment in the <i>Excel Data Visualization</i> series—instructor Chris Dutton steps through how to create unique, custom data visualizations in Excel. Since Chris covered the core data visualization capabilities of Excel in the previous installment of the series, he dives into some more sophisticated techniques here. As he moves through a series of hands-on demos, Chris covers everything from building dynamic dashboards to advanced maneuvers like value-based formatting and dynamic series selection.",Course,2021-11-05 06:32 UTC,N/A,false,N/A,
What Is Scrum?,"Get a simple answer to a common project management question: What is scrum? This course provides a short, fast-paced introduction to one of the most popular agile frameworks. Explore the roles of the scrum team, from product owner to scrum master; the five core scrum events; the three scrum artifacts that build into project developments; and the reasons behind the widespread adoption of scrum. Instructor Kelley O’Connell provides insights into the secrets of scrum’s success and the reasons it may be the right choice for your organization.",Course,2022-02-04 15:31 UTC,N/A,false,N/A,
Using SQL with Python,"Are you familiar with SQL? Do you know Python? Are you interested in understanding how these two languages work together? Then join Bill Weinman in this course as he shows the power of these two languages combined. Bill starts with some basics—connecting to a database, performing simple queries, and reading rows from a table. He covers how to use prepared statements and cursors, how to build a wrapper class to streamline the SQL interface and support multiple different database engines, and how to build a CRUD class and a full-featured web application using what you've learned. Many applications require a combination of SQL and Python, and after finishing Bill’s course, you’ll have a better understanding of why and how you can leverage the power of these two languages together.",Course,2022-01-22 21:58 UTC,N/A,false,N/A,
"C: Data Structures, Pointers, and File Systems","C is a foundational language for a variety of other programming languages, as well as an up-and-coming language for embedded systems. If you’re interested in broadening your knowledge of C, then this course is for you. Join instructor Dan Gookin as he takes a deep dive into data structures, pointers, and other key topics in this essential programming language. Dan digs into a variety of programming concepts such as arrays, structures, characters, and strings. He also goes over pointers—variables that hold a memory location—explaining how to use pointers to manipulate data, do pointer math, and more. He wraps up the course by sharing a few special techniques, including how to solve math puzzles with C.",Course,2020-05-20 23:13 UTC,N/A,false,N/A,
Python Statistics Essential Training,"With this course, gain insight into key statistical concepts and build practical analytics skills using Python and powerful third-party libraries. Instructor Michele Vallisneri covers several major skills: cleaning, visualizing, and describing data, statistical inference, and statistical modeling. All concepts are introduced by analyzing intriguing real-world datasets and discussed from a machine-learning perspective—which assumes that powerful computation can replace complex mathematics.",Course,2021-09-05 21:31 UTC,N/A,false,N/A,
Statistics Foundations: 2,"Statistics are a core skill for many careers. Basic stats are critical for making decisions, new discoveries, investments, and even predictions. But sometimes you need to move beyond the basics. <em>Statistics Fundamentals – Part 2</em> takes business users and data science mavens into practical, example-based learning of the intermediate skills associated with statistics: samples and sampling, confidence intervals, and hypothesis testing.<br><br>

Eddie Davila first provides a bridge from <em>Part 1</em>, reviewing introductory concepts such as data and probability, and then moves into the topics of sampling, random samples, sample sizes, sampling error and trustworthiness, the central unit theorem, t-distribution, confidence intervals (including explaining unexpected outcomes), and hypothesis testing. This course is a must for those working in data science, business, and business analytics—or anyone else who wants to go beyond means and medians and gain a deeper understanding of how statistics work in the real world.",Course,2021-10-29 05:22 UTC,2021-10-10 04:46 UTC,false,N/A,
UX Foundations: Research,"User experience is all about making sure the design of a product or service fits the needs of users. UX research helps you thoroughly understand those users, assess how well you're serving their needs, and uncover opportunities to create something even better.<br><br>
 
In this course, instructor Amanda Stockwell introduces the fundamentals of user experience research so that anyone can understand the benefits and start integrating research into their everyday design and development process. Start watching to learn how to use different research techniques and testing methods to identify what works best for your organization, answer questions about your customers, and drive better user experiences and business outcomes.",Course,2021-10-10 04:38 UTC,N/A,false,N/A,
"Management Excellence at Microsoft: Model, Coach, Care","The role of the manager is arguably one of the most important roles in any organization. Providing managers with clear expectations of their role, and how it aligns with the goals of the organization is critical. In this course, learn how Microsoft, a company recognized for its leadership excellence, grows and cultivates managers with a simple and easily applied framework: Model, Coach, Care.
Join Joe Whittinghill, Corporate Vice President, Talent, Learning, and Insights, along with Satya Nadella, Kathleen Hogan, Jason Zander, Jean-Philippe Courtois, and Amy Hood as they share the approach to manager excellence and keys to empowering managers to deliver success. Through the passion and dedication of these members, explore and reflect on management behaviors and how this framework can be applied to your practice as a manager.",Course,2022-04-24 14:38 UTC,N/A,false,N/A,
Power BI Data Modeling with DAX,"Power BI Desktop makes it easy to create basic data models. But if you need to report across time periods—for example, visualize year-over-year growth or compare sales or other data by month or quarter—you need Data Analysis Expressions (DAX). DAX is a language you can use to create formulas for Power BI that extend your data model. In this course, Gini von Courter covers the essentials of working with DAX, sharing best practices for data model design and optimization along the way. Learn how to work with DAX aggregate functions, add calculated columns, create measures, and work with DAX logical and filter functions.",Course,2022-01-21 21:23 UTC,N/A,false,N/A,
Nail Your SQL Interview,"Are you looking for a new job but terrified about having to prove your skills? Worry not. A coding interview may be intimidating, but it shouldn’t stand in the way of your growth and professional development. Even if you’re new to a language like SQL, with the right preparation and the right tools, you can turn the challenge into a learning opportunity that boosts your career. Join instructor Nichole Pulley as she shows you what it takes to nail your SQL interview.<br><br>Get an overview of SQL core concepts with practical examples using basic commands. Learn about common SQL interview questions and how to prepare for them on your own. Nichole gives you tips and industry-specific pointers on what to expect when you sit down for an interview, including how to create, seed, query, and manipulate data with logical operators and Transaction Control Language commands. Along the way, you can test out your newly acquired skills on the coding challenges at the end of each section.",Course,2022-08-15 15:18 UTC,N/A,false,N/A,
Learning Data Analytics: 1 Foundations,"Are you interested in pursuing a career in data analytics? In this course, instructor Robin Hunt brings you into the mind of an analyst. She defines and explains foundational concepts, such as how to think about data, how to work with others in different roles to get the data you need, and the tools you need to work with data, such as Excel and Microsoft Access. She introduces you to SQL queries, PowerBI, and more. Robin goes into syntax and explains how to interpret the data you see, find the data you need, and clean the data for effective data work. She explains data governance and how to ask the right questions of different departments to gather the data you need. Robin shows how to work with data, including how to import data, work with flat files such as CSVs, and create datasets for others. Robin goes into what cleaning and modeling mean, as well as how to use Power Query in Excel. She has also added challenge/solution sets in each chapter to help you evaluate your skills.",Course,2022-08-25 14:22 UTC,N/A,false,N/A,
"Everyday Statistics, with Eddie Davila","Statistics help us make sense of the world around us. These numbers help everyone from political pollsters to fantasy football aficionados make informed calls based on the mountains of data at their disposal. In this weekly series, learn how to decode the statistics that pop up on a daily basis. Eddie Davila explores a new eclectic, real-world topic each week. Learn how stats are used to find the average score on a test, how casinos use stats to ensure that the house will usually win, and more.<br><br>Note: Because this is an ongoing series, viewers will not receive a certificate of completion.",Course,2021-11-28 01:08 UTC,N/A,false,N/A,
The Six Morning Habits of High Performers,"Learn the six habits of the most successful people in history. Hal Elrod describes how they changed his life—and how they can change yours, too—in this course adapted from the podcast <i>How to Be Awesome at Your Job</i>. Elrod is one of the highest rated keynote speakers in America, creator of one of the fastest growing and most engaged online communities in existence, and author of one of the bestselling books in the world, The Miracle Morning. Here he describes approaches for silence that generate new ideas, explains how NOT to do affirmations, and reveals the impact of tiny amounts of exercise. Plus, learn how to do simple practices, like reading and scribing, to introspect and become a better version of yourself.

<br><br>This course was created by Pete Mockaitis of <i><a href=""https://awesomeatyourjob.com/"" target=""_blank"">How to Be Awesome at Your Job</i></a>. We are pleased to offer this training in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/How_to_Be_Awesome_at_Your_Job_LOGO.jpg"" height=""20%"" width=""20%"">",Course,2020-05-31 09:42 UTC,N/A,false,N/A,
Blender 2.91 Essential Training,"Blender is a powerful open-source solution for 2D and 3D modeling, animation, compositing, and post-production. In this course, get a thorough overview of the feature set in Blender 2.91 and beyond, as well as practical production techniques that combine know-how with a healthy dose of how-to. Instructor David Andrade dives into specific techniques, such as scene layout and modeling, sculpting, texturing and shading, 2D and 3D animation, character rigging, dynamic simulations, rendering, and game engine exporting. Plus, get performance-boosting tricks to get Blender to render your creations even faster. Each lesson helps you gain the control and skill you need to create professional artwork for multiple platforms: games, movies, and animation.",Course,2021-10-09 02:01 UTC,N/A,false,N/A,
Python Data Structures and Algorithms,"Software developers know that efficient underlying architecture is essential to the technologies we use every day. Knowledge of data structures and the algorithms which they support helps developers choose the most suitable solution for a given context, making them better programmers who stand out to their company, clients, or prospective employers. In this course, leveraging the Python programming language, instructor Robin Andrews uses a combo of visual, theoretical, and hands-on programming approaches to explain concepts in a fun and accessible way. Robin explains some of the most important data structures such as stacks, queues, and priority queues, and how these are used by search algorithms such as depth-first search, breadth-first search, and the A-star (A*) algorithm. He shows how to trace the execution of algorithms. Along the way, he provides challenges that allow you to test your new skills.",Course,2021-09-02 12:18 UTC,N/A,false,N/A,
Python Essential Training,"Python is one of the most used dynamic languages for many large organizations, including Google, Yahoo, and IBM. Supported on all major operating systems, it comes pre-installed on Macs, and most Linux and Unix-based systems. In this course, instructor Ryan Mitchell gives you a comprehensive, accessible overview of Python 3. Ryan covers topics required for day-to-day programming in Python, including data types, data structures, operators and statements, control flow, loops, functions, classes, exception handling, and file management. If you’re just starting out on a computer programming journey and want to learn how to write Python programs to accomplish a wide variety of tasks, join Ryan in this course to start building a solid foundation to a Python career.",Course,2022-07-23 13:50 UTC,N/A,false,N/A,
JavaScript Essential Training,"<div><a href=""https://www.linkedin.com/newsletters/6780173704283475968?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Morten's LinkedIn Newsletter</a></div><br>JavaScript is a scripting language of the web. As the web evolves from a static to a dynamic environment, technology focus is shifting from static markup and styling—frequently handled by content management systems or automated scripts—to dynamic interfaces and advanced interaction. Once seen as optional, JavaScript is now becoming an integral part of the web, infusing every layer with its script.<br><br>Through practical examples and mini-projects, this course helps you build your understanding of JavaScript piece by piece, from core principles like variables, data types, conditionals, and functions through advanced topics including loops, and DOM scripting. Along the way, instructor Morten Rand-Hendriksen provides challenges that allow you to put your new skills to the test.",Course,2022-07-22 03:37 UTC,N/A,false,N/A,
Succeeding in DevOps,"DevOps engineer is one of the most in-demand tech jobs on the market. But since this role is still relatively new, aspiring DevOps engineers may have a somewhat murky understanding of what the position entails. In this course, Laura Stone clearly outlines what's expected of DevOps practitioners, as well as what it takes to become a DevOps engineer (and how to excel once you've landed the job). She begins by highlighting the basic qualifications and training needed to land a job as a DevOps practitioner. Next, she provides a technical roadmap for the skills needed to gain an entry-level role in DevOps; shares tips from a DevOps recruiter;  and provides steps for measuring progress and achieving your goals throughout your DevOps career.",Course,2022-08-22 22:44 UTC,N/A,false,N/A,
Excel: Using Dynamic Array Functions (Office 365/Microsoft 365),"In September 2018, Microsoft released a new family of functions in Excel called dynamic arrays. With dynamic arrays, a user can write one formula and get many different results. This allows users to build more robust spreadsheets, in less time, with fewer errors. Follow along with Excel MVP Oz du Soleil as he walks you through the new calculation engine and dynamic array functions. He walks through all seven functions—UNIQUE, SORT, SORTBY, SEQUENCE, FILTER, RANDARRAY, and SINGLE—showing practical, real-world uses for each one. Plus, learn how to use the spilled range operator (#) to reference a dynamic spill range. Oz concludes the course with a series of challenges so viewers can practice and master dynamic arrays.",Course,2019-10-06 16:40 UTC,N/A,false,N/A,
